,OpportunityID,AccountID,OpportunityName,Stage,Type,CloseDate,Amount
89,f3c36619-e8f8-4e04-a590-0f2f80c52d39,32891396-9533-42fa-8eea-a0abd7672821,incentivize killer bandwidth,Prospecting,Renewal,2025-03-12,245867
90,1b8ead21-f01c-4cb6-b548-db5d673d7cd6,0cf48241-6073-42c8-ac12-6debb14feeba,generate leading-edge methodologies,Won,New Business,2025-04-10,235941
91,f235998f-36d4-4fb7-a7d2-7d0a47ad823b,0cf48241-6073-42c8-ac12-6debb14feeba,synergize seamless e-services,Qualification,Upsell,2025-01-24,198161
92,86c6bd8d-72f9-4891-8678-d1317d2d5af7,0cf48241-6073-42c8-ac12-6debb14feeba,scale global functionalities,Prospecting,Existing Business,2025-04-02,423024
93,3a88a97f-a485-4bee-8d54-077660bb6c32,11f6a91d-1d9d-48c3-b0a4-0f14189a588d,extend innovative infrastructures,Prospecting,Upsell,2025-02-23,352450
94,f2ac23d1-f935-4def-91f0-fa48192675f4,11f6a91d-1d9d-48c3-b0a4-0f14189a588d,engage compelling content,Qualification,New Business,2025-02-24,161321
95,7a03ba77-8b71-460f-b9a8-6d86f002ad1c,11f6a91d-1d9d-48c3-b0a4-0f14189a588d,re-intermediate wireless channels,Prospecting,Existing Business,2025-03-24,69599
96,85a6afcc-8021-4970-abea-bc99a30658a7,505eaca2-6d1e-40d2-806f-a8ad96310e59,facilitate integrated relationships,Closed,New Business,2025-02-27,56853
97,63b24ba2-5e61-40bd-badb-bbb55a8f1aad,505eaca2-6d1e-40d2-806f-a8ad96310e59,maximize integrated communities,Negotiation,New Business,2025-02-01,254014
98,6ae26348-2ec1-413e-ab61-7757399b8e3a,94e3a95f-2391-4050-968d-9f4e4829e2e0,exploit 24/365 communities,Closed,Renewal,2025-04-15,153517
99,af31e2b8-65a3-4ac4-a84e-667bbc3cb69d,9b02412b-cb9b-43c1-99b8-9455d0933bec,morph killer vortals,Won,New Business,2025-03-04,67538
100,9684dbe9-7cd0-4a92-835c-126b8610cd12,9b02412b-cb9b-43c1-99b8-9455d0933bec,strategize open-source action-items,Prospecting,Upsell,2025-04-09,91284
101,b6f095f6-b589-43b7-b983-d2d841829738,e5e53c9c-c291-4c59-ad79-77ad61aab106,engineer dynamic paradigms,Prospecting,Existing Business,2025-01-14,81618
102,d0b6d503-02c0-4c07-a1ed-f14555c5003a,7a42f9bb-d9e9-4282-8cff-35f4f2dc93ec,innovate innovative web services,Proposal,Upsell,2025-03-17,399462
103,b8841c51-0c48-4b8b-bf93-a610fc40f093,e96709de-7b18-4b29-b42b-ddb1b1c4c3b6,target transparent bandwidth,Closed,New Business,2025-03-29,106518
104,23a04e90-a197-4a46-a61d-c940fb80b574,83bd1ee5-4913-40a7-bf0b-c4c8b2b63a80,unleash compelling interfaces,Prospecting,Existing Business,2025-01-07,130497
105,76ace7cd-29c3-4e02-be3d-dafc973045ed,16613f22-10c8-4a99-90a2-d41935cb77e6,iterate strategic communities,Prospecting,Existing Business,2025-01-12,384689
106,9d894ef5-e767-446e-9f59-3d2f23a64ae7,b4ccbb95-fb04-4655-833a-372810918adb,empower leading-edge synergies,Proposal,Renewal,2025-04-07,198221
107,9458b1c9-cfaa-4070-bacd-0190a8ef619c,b4ccbb95-fb04-4655-833a-372810918adb,morph leading-edge deliverables,Closed,Existing Business,2025-01-15,200903
108,626c582d-1394-4825-9422-df487b2345b8,b4ccbb95-fb04-4655-833a-372810918adb,streamline granular paradigms,Closed,New Business,2025-02-01,369989
109,63f09ed2-617b-4e93-b063-b3df22aef1e1,3aaf3064-3ae7-43be-86d9-0c50eedc0734,iterate proactive schemas,Prospecting,New Business,2025-03-31,375040
110,05aad88c-2dfc-4222-97dd-e9f52cfeec5f,61a81520-8816-4973-b86b-828cdef33d33,enhance user-centric experiences,Closed,New Business,2025-01-27,347272
111,07d93543-01a1-4119-bd6c-2a9847de8bbd,61a81520-8816-4973-b86b-828cdef33d33,productize bricks-and-clicks web services,Lost,Renewal,2025-02-23,449914
112,ec43e9fb-b126-40a3-9fbc-af6448c89145,61a81520-8816-4973-b86b-828cdef33d33,synergize cross-platform e-tailers,Closed,Upsell,2025-01-27,362185
113,413cf0c7-0bb5-4a90-9461-02035385e9e7,c465120e-fd88-46ca-822c-37f74d6cf4c3,enable proactive methodologies,Won,Upsell,2025-02-05,172048
114,094e539f-c274-4e29-978b-136a80ab7aa3,8c7ba28c-1677-44be-90f3-21c61d7e581a,facilitate customized mindshare,Prospecting,Renewal,2025-01-26,379023
115,43f549e9-76aa-4d62-afef-6074832ae363,16ae09bb-fa3a-4a9c-b247-d0c364699135,revolutionize bricks-and-clicks interfaces,Closed,Existing Business,2025-01-28,474206
116,b1948a0f-f43b-4991-ad35-95c28dc51dc0,16ae09bb-fa3a-4a9c-b247-d0c364699135,generate cross-platform functionalities,Proposal,Renewal,2025-03-02,307222
117,6425609f-e332-41d1-b8cf-7174a167d207,190efe6d-a4b1-4554-b7fa-e467a66a5ef7,visualize front-end infrastructures,Lost,Renewal,2025-02-23,453630
118,837b5a23-6fff-44a0-877b-57742c038419,190efe6d-a4b1-4554-b7fa-e467a66a5ef7,optimize ubiquitous networks,Lost,Upsell,2025-04-08,173736
119,af3e8eba-aaa6-4fdb-bbe9-b4afc5a08652,92769a1d-d4e5-40d5-859f-0bd1368462fb,extend mission-critical deliverables,Lost,New Business,2025-01-25,381022
120,f997ba96-f9cb-4183-81cc-4a5d25d9f5ac,92769a1d-d4e5-40d5-859f-0bd1368462fb,revolutionize customized content,Proposal,Existing Business,2025-03-09,166614
121,c49805db-dda9-4b58-9823-e1383d6d5e0e,92769a1d-d4e5-40d5-859f-0bd1368462fb,reinvent wireless initiatives,Negotiation,New Business,2025-01-20,334869
122,c6a3c4ba-25a2-483d-aa63-bcb43bbe51a0,4ea046dd-e59d-423f-b8ff-7972890b6244,harness efficient functionalities,Negotiation,Upsell,2025-02-06,196524
123,45d7503d-3d90-4c9d-968e-4298c65a0d8b,4ea046dd-e59d-423f-b8ff-7972890b6244,re-intermediate value-added functionalities,Lost,Renewal,2025-03-20,147146
124,70c33aaa-bea8-43b3-bec8-f3220aa7900f,095d931b-43a6-4891-bff5-b268a15c24d7,synergize cross-platform relationships,Won,Existing Business,2025-03-19,409459
125,85c67536-63ab-4c48-acae-1c9c373790eb,095d931b-43a6-4891-bff5-b268a15c24d7,monetize web-enabled info-mediaries,Closed,Renewal,2025-02-24,222717
126,00a06733-0084-47f7-8222-a8c02c4c2608,095d931b-43a6-4891-bff5-b268a15c24d7,maximize revolutionary systems,Closed,New Business,2025-02-27,435673
127,de992630-89bf-499f-a5b1-49f981875889,5ef5457e-264b-4b68-966a-3226b75ceffb,syndicate turn-key users,Negotiation,Existing Business,2025-02-05,88340
128,a22756b5-d1ec-433e-8be1-182ecc0b9144,5ef5457e-264b-4b68-966a-3226b75ceffb,synthesize end-to-end methodologies,Qualification,Renewal,2025-01-29,265926
129,4fbce6cf-93d0-4de2-8cb6-f0c04b8900be,430665b8-15ed-4b91-b0b0-50e3006109ae,synthesize seamless platforms,Lost,Renewal,2025-03-13,356958
130,d5509ec1-6686-4830-ad42-4a3e1fbb9ae6,da402851-1a85-4dd4-a6aa-620d6909da3d,repurpose scalable applications,Proposal,New Business,2025-01-04,282282
131,d647b048-ca96-4fe7-afc3-68655d5b493a,da402851-1a85-4dd4-a6aa-620d6909da3d,generate extensible experiences,Qualification,Upsell,2025-03-22,424509
132,939e59ea-4a09-43e9-9d35-02963e1661a3,da402851-1a85-4dd4-a6aa-620d6909da3d,morph out-of-the-box content,Qualification,Renewal,2025-01-28,386229
133,5a32c8c6-869f-48a3-8358-5212786b1151,f22e67d3-01b7-40a4-bf9d-87552540f479,harness seamless initiatives,Proposal,Upsell,2025-04-09,118194
134,a9cbb7c1-536c-4eaf-8e92-0f0c1272de16,f22e67d3-01b7-40a4-bf9d-87552540f479,grow revolutionary portals,Qualification,Upsell,2025-01-16,107471
135,3be4408e-4d8f-46f9-9aa8-26983ddadd4b,f22e67d3-01b7-40a4-bf9d-87552540f479,monetize B2B partnerships,Prospecting,Existing Business,2025-03-17,122031
136,da708a43-6f77-4007-87be-063eff30b40f,701beb5b-5db8-45a5-b9cc-e5975e908837,synergize leading-edge partnerships,Prospecting,Existing Business,2025-01-11,70923
137,fdf289b9-aaae-4052-a1ef-b7435dfb9ae1,701beb5b-5db8-45a5-b9cc-e5975e908837,engage cross-media bandwidth,Closed,Existing Business,2025-02-10,217627
138,5ef47f3c-d715-4f6e-90fc-444ce8815193,701beb5b-5db8-45a5-b9cc-e5975e908837,integrate back-end initiatives,Prospecting,New Business,2025-03-07,432148
139,8c752614-9c48-436c-a25b-c0354fcd690d,304f2fa8-d474-4cb5-81c5-b7ef88a9835c,redefine ubiquitous paradigms,Negotiation,New Business,2025-03-02,437868
140,d125aaa9-635b-482c-a84b-d14e90815881,304f2fa8-d474-4cb5-81c5-b7ef88a9835c,facilitate back-end e-markets,Lost,Existing Business,2025-01-20,255325
141,e5e2d615-80d9-4dd2-9c9f-dd777e24744f,f6b3a1e0-7d87-4d1b-a0e6-307c9c8364f5,iterate plug-and-play relationships,Closed,New Business,2025-03-27,122950
142,901e77c3-a600-4b28-875e-f5e234d37bf0,f6b3a1e0-7d87-4d1b-a0e6-307c9c8364f5,evolve scalable models,Negotiation,Upsell,2025-03-05,434636
143,cbb91890-300c-45c8-acf5-abba965d4049,f6b3a1e0-7d87-4d1b-a0e6-307c9c8364f5,reinvent distributed platforms,Lost,New Business,2025-02-14,498259
144,d557da81-8bc7-4764-97a3-841cd39a639b,7c0bcda2-3855-46b3-9708-97c45e56f179,synergize ubiquitous e-services,Lost,Renewal,2025-03-27,243814
145,355797fa-2fee-47e3-a154-e5b48b9deb12,9747a9ec-8bfc-4a51-8d81-9c9f867f5e12,generate revolutionary schemas,Closed,Renewal,2025-01-11,118058
146,cb4846fe-2949-42a2-8684-d9484d44a9d3,cf9e33da-9067-4218-a9c9-56afbda44a68,target collaborative synergies,Closed,New Business,2025-04-03,220388
147,de4db038-3cc2-46e3-9285-1da39cbb67e2,cf9e33da-9067-4218-a9c9-56afbda44a68,extend global applications,Qualification,Renewal,2025-04-14,223212
148,ecefd391-985c-4622-bcbd-bab23ba4723a,d8bc36af-313f-4539-9f24-37588af2eae7,unleash one-to-one e-services,Won,Renewal,2025-03-24,307208
149,3d3ed3a0-97ba-4bfc-b697-b8e00bc10df9,800e5332-57ac-4ef4-bede-5043fa6b176e,whiteboard bricks-and-clicks portals,Lost,Upsell,2025-02-06,412389
150,23e3f534-6332-4735-98c4-7a56e263d32e,800e5332-57ac-4ef4-bede-5043fa6b176e,expedite seamless eyeballs,Negotiation,Existing Business,2025-01-16,384167
151,413e017a-8adf-43eb-aae2-2cf5654e5dc6,d9f64ea9-b724-46fa-ac57-9cb2f8099f47,transform clicks-and-mortar info-mediaries,Prospecting,Upsell,2025-01-15,282429
152,a5d6b8a3-7472-4f06-9081-dd7b241c7b01,d9f64ea9-b724-46fa-ac57-9cb2f8099f47,re-contextualize robust functionalities,Qualification,New Business,2025-02-09,314093
153,7a678c3c-9ab4-4152-9801-bad5adf5d3ec,b7f12df5-8b6e-4e50-ab3d-85ab46bde9b1,transition seamless solutions,Proposal,Existing Business,2025-01-19,324140
154,9699d69e-3f67-455b-a4a6-92452ffd925f,b7f12df5-8b6e-4e50-ab3d-85ab46bde9b1,harness B2C solutions,Negotiation,Renewal,2025-02-27,57144
155,400671f0-df2e-4d82-b491-17d415b0f1df,84f111b6-1397-489f-aedc-4cb14100def6,disintermediate cutting-edge e-business,Prospecting,Upsell,2025-03-25,324994
156,8aea0108-2895-4475-8e0b-b5ba7afa8c2d,84f111b6-1397-489f-aedc-4cb14100def6,drive real-time users,Negotiation,Renewal,2025-01-23,282522
157,327e116a-98ba-4fce-8ed5-f840a1a186a1,84f111b6-1397-489f-aedc-4cb14100def6,mesh cutting-edge paradigms,Lost,Renewal,2025-01-01,497631
158,d0972a27-bf2e-4ad4-b03a-9e237a9ee8ad,109908de-5490-4753-a3d7-cf9cbfdec8cb,envisioneer efficient applications,Qualification,New Business,2025-03-27,259178
